SRR23872596.56546	tr|G1C7R7|G1C7R7_9GAMM	1.88e-10	50.8	63.9	36
SRR23872596.57953	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	1.94e-07	44.3	50.0	38
SRR23872596.59026	tr|A0A4V3F676|A0A4V3F676_9GAMM	7.42e-21	82.0	92.5	40
SRR23872596.59290	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	2.71e-13	60.8	53.8	52
SRR23872596.59693	tr|A0A937UNF1|A0A937UNF1_9ACTN	3.95e-08	46.2	52.4	42
SRR23872596.60930	tr|A0A0F9YAJ9|A0A0F9YAJ9_9ZZZZ	3.72e-16	68.9	62.8	43
SRR23872596.61284	tr|A0A679JIX2|A0A679JIX2_VARPD	1.40e-07	44.7	44.2	52
SRR23872596.61418	tr|A0A937UNF1|A0A937UNF1_9ACTN	3.95e-08	46.2	52.4	42
SRR23872596.64520	tr|A0A7C9R7W9|A0A7C9R7W9_9HYPH	4.83e-11	53.9	85.2	27
SRR23872596.66172	tr|A9CMS7|A9CMS7_9ACTN	1.80e-15	67.0	66.7	48
SRR23872596.67315	tr|A0A316YF96|A0A316YF96_9BASI	1.76e-12	58.5	62.2	45
SRR23872596.68685	tr|A0A401L182|A0A401L182_ASPAW	1.93e-07	44.3	44.7	47
SRR23872596.68752	tr|A0A937UNF1|A0A937UNF1_9ACTN	3.95e-08	46.2	52.4	42
SRR23872596.69238	tr|A9CMS7|A9CMS7_9ACTN	1.91e-07	44.3	36.0	50
SRR23872596.69932	tr|A0A6A6HWM3|A0A6A6HWM3_9PLEO	2.88e-08	46.6	44.2	52
SRR23872596.70772	tr|A0A640VSU8|A0A640VSU8_9RHOB	2.28e-14	63.9	53.8	52
SRR23872596.73189	tr|G1C7H9|G1C7H9_9GAMM	1.20e-18	75.9	89.7	39
SRR23872596.73583	tr|A0A0F2LV31|A0A0F2LV31_SPOSC	5.73e-08	45.8	45.3	53
SRR23872596.74082	tr|A0ABN7YA11|A0ABN7YA11_9BURK	4.04e-11	54.7	50.9	53
SRR23872596.74169	tr|A0A8H5WTA5|A0A8H5WTA5_9HYPO	4.97e-10	51.6	55.8	52
SRR23872596.74658	tr|A0A1V2ICM1|A0A1V2ICM1_9ACTN	1.72e-06	41.6	42.9	49
SRR23872596.74909	tr|A0A9P5AHW0|A0A9P5AHW0_9HYPO	2.94e-08	46.6	43.1	51
SRR23872596.76762	tr|A0ABQ1JGM9|A0ABQ1JGM9_9PROT	2.49e-20	80.1	68.6	51
SRR23872596.77932	tr|A0A4Q7Z5L0|A0A4Q7Z5L0_9GAMM	1.45e-29	105	92.3	52
SRR23872596.78174	tr|A0A922NQS1|A0A922NQS1_9PLEO	8.38e-09	48.1	57.5	40
SRR23872596.78270	tr|G1C7H9|G1C7H9_9GAMM	3.68e-16	68.9	64.2	53
SRR23872596.78833	tr|A0A6L6XVY0|A0A6L6XVY0_9ACTN	1.77e-12	58.5	48.9	45
SRR23872596.78965	tr|A0A1X0BAF1|A0A1X0BAF1_9MYCO	4.89e-07	43.1	51.1	45
SRR23872596.79034	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	1.69e-17	72.8	70.6	51
SRR23872596.79614	tr|A0A2A7NL32|A0A2A7NL32_9MYCO	1.97e-07	41.6	46.9	32
SRR23872596.80277	tr|A0A922NQS1|A0A922NQS1_9PLEO	9.33e-07	42.4	43.2	44
SRR23872596.80818	tr|A0A922NQS1|A0A922NQS1_9PLEO	4.50e-06	40.4	40.9	44
SRR23872596.81238	tr|A0A6J5F6R0|A0A6J5F6R0_9BURK	6.64e-09	48.1	46.2	52
SRR23872596.81427	tr|A0A1X1UCC7|A0A1X1UCC7_MYCFL	6.31e-06	40.0	38.3	47
SRR23872596.82061	tr|F8U1Q3|F8U1Q3_9MICC	7.45e-26	91.3	82.4	51
SRR23872596.82115	tr|A0A4V1RKP6|A0A4V1RKP6_9ACTN	2.49e-09	49.7	61.1	36
SRR23872596.82879	tr|A0A1X0I552|A0A1X0I552_9MYCO	1.06e-07	45.1	44.4	45
SRR23872596.84051	tr|A0A9P5AHW0|A0A9P5AHW0_9HYPO	2.77e-07	43.9	39.5	43
SRR23872596.84948	tr|A0A1L7CPG1|A0A1L7CPG1_CORFL	3.37e-06	40.8	39.2	51
SRR23872596.85313	tr|A0AAD5QMM2|A0AAD5QMM2_PARTN	2.36e-06	41.2	46.7	45
SRR23872596.91268	tr|A0AAW3UUR5|A0AAW3UUR5_9BURK	2.91e-08	46.6	51.2	41
SRR23872596.92475	tr|D3B1Q5|D3B1Q5_HETP5	3.31e-06	40.8	44.4	45
SRR23872596.92493	tr|A0A254U084|A0A254U084_ASPNG	3.64e-07	43.5	41.9	43
SRR23872596.93236	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	9.75e-10	50.8	51.2	43
SRR23872596.93252	tr|A0A6J5F6R0|A0A6J5F6R0_9BURK	4.14e-06	40.4	50.0	50
SRR23872596.93545	tr|A0AB74V0K7|A0AB74V0K7_9GAMM	8.07e-06	39.7	60.0	35
SRR23872596.93642	tr|G1C7R7|G1C7R7_9GAMM	6.18e-20	75.1	67.3	52
SRR23872596.94468	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	3.27e-09	49.3	52.1	48
SRR23872596.94734	tr|A0A316YF96|A0A316YF96_9BASI	1.18e-14	64.7	64.6	48
SRR23872596.95143	tr|A9CMS7|A9CMS7_9ACTN	1.07e-16	70.5	66.7	51
SRR23872596.95269	tr|A0A401L182|A0A401L182_ASPAW	7.88e-08	45.4	42.2	45
SRR23872596.95711	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	1.11e-13	62.0	56.9	51
SRR23872596.97629	tr|A0A3Q8MC64|A0A3Q8MC64_RHOOP	1.30e-12	57.8	58.8	51
SRR23872596.98181	tr|A0A922NQS1|A0A922NQS1_9PLEO	5.76e-08	45.8	42.6	54
SRR23872596.98341	tr|A0A8H5N5T4|A0A8H5N5T4_9HYPO	1.75e-06	41.6	38.5	52
SRR23872596.98765	tr|A0A100Y1W8|A0A100Y1W8_9ACTN	2.36e-06	41.2	59.4	32
SRR23872596.98953	tr|A0ABW3HCW7|A0ABW3HCW7_9GAMM	2.01e-07	44.3	51.0	49
SRR23872596.99536	tr|A0A0K1RAR4|A0A0K1RAR4_9CORY	2.61e-07	43.9	48.0	50
SRR23872596.102994	tr|A0A382CF23|A0A382CF23_9ZZZZ	2.72e-07	43.9	41.7	60
SRR23872596.103345	tr|A0A8H6D6M8|A0A8H6D6M8_9HYPO	1.27e-09	50.4	50.0	44
SRR23872596.103742	tr|G1C7H9|G1C7H9_9GAMM	2.33e-19	77.8	61.5	52
SRR23872596.104095	tr|A0AAE6Y585|A0AAE6Y585_STRAT	7.41e-08	45.4	44.7	47
SRR23872596.104415	tr|A0A6V7C0V6|A0A6V7C0V6_9XANT	1.50e-16	70.1	65.1	43
SRR23872596.104997	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	6.12e-09	48.5	46.8	47
SRR23872596.107497	tr|A0A254U084|A0A254U084_ASPNG	1.28e-06	42.0	44.7	47
SRR23872596.107615	tr|A0A922NQS1|A0A922NQS1_9PLEO	5.20e-07	43.1	40.0	55
SRR23872596.107707	tr|A0A9W6N1A9|A0A9W6N1A9_9HYPH	1.56e-19	78.2	74.0	50
SRR23872596.109608	tr|A0A286RH75|A0A286RH75_9BACT	1.41e-10	53.1	57.9	38
SRR23872596.111405	tr|A0A318LRJ6|A0A318LRJ6_9PSEU	1.50e-14	64.3	58.3	48
SRR23872596.112136	tr|A0A538SMW8|A0A538SMW8_UNCEI	1.79e-10	52.4	55.8	52
SRR23872596.112309	tr|A0ABQ1JGM9|A0ABQ1JGM9_9PROT	7.25e-14	62.4	68.9	45
SRR23872596.112791	tr|K2RTV3|K2RTV3_MACPH	9.42e-13	59.3	57.1	42
SRR23872596.114376	tr|A0ABX3PCV7|A0ABX3PCV7_9HYPH	1.64e-17	72.4	73.1	52
SRR23872596.116020	tr|A0A316YF96|A0A316YF96_9BASI	3.60e-07	43.5	57.1	35
SRR23872596.116118	tr|A0A6L6XVY0|A0A6L6XVY0_9ACTN	8.82e-06	39.7	63.0	27
SRR23872596.116140	tr|A0A0W1R4J3|A0A0W1R4J3_9EURY	4.31e-09	48.9	45.7	46
SRR23872596.116545	tr|A0A1E3LRC3|A0A1E3LRC3_9SPHN	3.79e-23	88.6	73.5	49
SRR23872596.116831	tr|A0A3P8MCK5|A0A3P8MCK5_TSUPA	6.68e-07	42.7	57.1	35
SRR23872596.118354	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	2.27e-11	55.5	53.1	49
SRR23872596.118364	tr|A0A0G4NCV0|A0A0G4NCV0_VERLO	1.58e-11	55.8	50.0	48
SRR23872596.119827	tr|A0A096A6W6|A0A096A6W6_9CORY	8.28e-06	39.7	48.9	45
SRR23872596.120818	tr|K6W498|K6W498_9MICO	6.05e-06	40.0	50.0	32
SRR23872596.120911	tr|G1C7R7|G1C7R7_9GAMM	8.30e-09	46.6	57.9	38
SRR23872596.122307	tr|A0A0P9CMX4|A0A0P9CMX4_9BACL	4.92e-10	51.6	64.3	28
SRR23872596.122409	tr|A0A2T5MJ66|A0A2T5MJ66_9GAMM	3.61e-18	74.7	68.3	41
SRR23872596.122800	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	9.34e-07	42.4	74.1	27
SRR23872596.123479	tr|A0A0L8C1U2|A0A0L8C1U2_ENSAD	1.86e-23	88.6	78.8	52
SRR23872596.125178	tr|G1C7H9|G1C7H9_9GAMM	1.09e-23	89.7	79.2	53
SRR23872596.125228	tr|H2DK38|H2DK38_9HYPH	1.73e-24	88.2	78.8	52
SRR23872596.125753	tr|A0A5N5E036|A0A5N5E036_RHOER	1.93e-07	44.3	54.8	31
SRR23872596.127129	tr|A0A538SMW8|A0A538SMW8_UNCEI	2.58e-18	73.2	76.1	46
SRR23872596.132255	tr|A0A0N0U9H2|A0A0N0U9H2_9EURY	2.70e-07	43.9	41.2	51
SRR23872596.132301	tr|A0A382EE29|A0A382EE29_9ZZZZ	1.44e-13	61.6	53.8	52
SRR23872596.133198	tr|A0A5N5E036|A0A5N5E036_RHOER	1.14e-08	47.8	58.3	36
SRR23872596.134326	tr|A0A8I0ZK95|A0A8I0ZK95_RHOER	3.06e-08	46.6	53.7	41
SRR23872596.134751	tr|A0A538SMW8|A0A538SMW8_UNCEI	9.32e-19	74.3	64.7	51
SRR23872596.135209	tr|A0A0P9CMX4|A0A0P9CMX4_9BACL	2.94e-11	55.1	60.6	33
SRR23872596.135403	tr|K2RTV3|K2RTV3_MACPH	8.72e-06	39.7	40.4	47
SRR23872596.135900	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	1.75e-09	50.1	57.1	42
SRR23872596.136059	tr|U2XN45|U2XN45_9PROT	5.09e-07	43.1	53.8	39
SRR23872596.136948	tr|A0A0D1YDG7|A0A0D1YDG7_9PEZI	2.23e-08	47.0	67.9	28
SRR23872596.137777	tr|A0A1E7LQY9|A0A1E7LQY9_9ACTN	5.56e-15	65.5	70.5	44
SRR23872596.138264	tr|A0ABT8EVN5|A0ABT8EVN5_9ACTN	1.03e-07	45.1	45.7	46
SRR23872596.140185	tr|A0ABW3HCW7|A0ABW3HCW7_9GAMM	1.74e-06	41.6	42.6	47
SRR23872596.140491	tr|A0A1X0I552|A0A1X0I552_9MYCO	7.43e-08	45.4	41.9	43
SRR23872596.141198	tr|A0A0D1YDG7|A0A0D1YDG7_9PEZI	8.43e-12	56.6	50.0	52
SRR23872596.141521	tr|A0A071MHG8|A0A071MHG8_9BURK	3.89e-11	54.7	53.3	45
SRR23872596.143276	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	1.70e-14	64.3	58.5	53
SRR23872596.143788	tr|A0A4V1RKP6|A0A4V1RKP6_9ACTN	8.47e-12	56.6	64.9	37
SRR23872596.144086	tr|A0ABQ2HEW4|A0ABQ2HEW4_9PSEU	1.64e-11	55.8	84.6	26
SRR23872596.144322	tr|A0A316YF96|A0A316YF96_9BASI	2.38e-06	41.2	50.0	38
SRR23872596.148351	tr|C7EB32|C7EB32_9ZZZZ	4.41e-24	86.7	75.0	48
SRR23872596.148642	tr|A0A839EVF4|A0A839EVF4_9HYPH	1.50e-20	74.3	94.4	36
SRR23872596.148818	tr|A0A839EVF4|A0A839EVF4_9HYPH	1.50e-20	74.3	94.4	36
SRR23872596.149247	tr|A0A316YF96|A0A316YF96_9BASI	1.32e-06	42.0	53.8	39
SRR23872596.150748	tr|A0A5M8NZN6|A0A5M8NZN6_9BACT	2.78e-16	69.3	61.5	52
SRR23872596.150855	tr|A0A100Y1W8|A0A100Y1W8_9ACTN	3.07e-11	55.1	54.3	46
SRR23872596.151020	tr|A0A1S9RVN2|A0A1S9RVN2_PENBI	1.94e-23	89.7	80.8	52
SRR23872596.151901	tr|A0A164J077|A0A164J077_9NOCA	9.36e-16	67.8	72.1	43
SRR23872596.152162	tr|A0ABW3HCW7|A0ABW3HCW7_9GAMM	1.07e-07	45.1	58.8	34
SRR23872596.156584	tr|A0A1S9RVN2|A0A1S9RVN2_PENBI	1.04e-23	90.5	81.1	53
SRR23872596.157666	tr|A0A922NQS1|A0A922NQS1_9PLEO	6.81e-07	42.7	50.0	40
SRR23872596.158791	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	1.94e-07	44.3	43.8	48
SRR23872596.159292	tr|A0A922NQS1|A0A922NQS1_9PLEO	1.83e-06	41.6	45.8	48
SRR23872596.160534	tr|D3B1Q5|D3B1Q5_HETP5	1.58e-09	50.1	51.9	54
SRR23872596.160780	tr|A0A316YF96|A0A316YF96_9BASI	9.66e-07	42.4	44.2	52
SRR23872596.161082	tr|C1AAJ2|C1AAJ2_GEMAT	1.19e-14	64.7	57.7	52
SRR23872596.161149	tr|A0A4P7XJ98|A0A4P7XJ98_9ALTE	9.10e-21	82.0	63.5	52
SRR23872596.162744	tr|A0A922NQS1|A0A922NQS1_9PLEO	2.39e-09	49.7	51.0	49
SRR23872596.163593	tr|A0A316YF96|A0A316YF96_9BASI	1.27e-09	50.4	58.5	41
SRR23872596.163839	tr|A0ABR5J5T3|A0ABR5J5T3_9ACTN	7.41e-08	45.4	44.0	50
SRR23872596.164963	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	5.47e-16	68.6	74.0	50
SRR23872596.165124	tr|A0ABU4CQG5|A0ABU4CQG5_RHOJO	7.07e-07	42.7	50.0	46
SRR23872596.165470	tr|A9CMS7|A9CMS7_9ACTN	1.67e-25	95.1	84.6	52
SRR23872596.166044	tr|A0A1E1JTL6|A0A1E1JTL6_9HELO	2.64e-10	52.4	49.0	49
SRR23872596.166990	tr|A0AA88C5H9|A0AA88C5H9_9BURK	7.38e-16	68.2	64.2	53
SRR23872596.168585	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	1.49e-10	53.1	44.7	47
SRR23872596.168983	tr|A0A0W0SNN6|A0A0W0SNN6_9GAMM	1.42e-13	61.6	50.9	57
SRR23872596.172380	tr|A0A5M8NZN6|A0A5M8NZN6_9BACT	5.26e-13	60.1	56.5	46
SRR23872596.173241	tr|A0A316YF96|A0A316YF96_9BASI	8.68e-09	48.1	51.1	47
SRR23872596.173428	tr|A9CMS7|A9CMS7_9ACTN	1.71e-17	72.8	52.8	53
SRR23872596.173738	tr|A0A0P9CMX4|A0A0P9CMX4_9BACL	2.40e-12	58.2	51.0	51
SRR23872596.174243	tr|J4UWC3|J4UWC3_BEAB2	3.38e-09	49.3	43.8	48
SRR23872596.174411	tr|A0A9P5AHW0|A0A9P5AHW0_9HYPO	3.80e-10	52.0	38.5	52
SRR23872596.174570	tr|A0ABR7MBV8|A0ABR7MBV8_9BACT	7.52e-11	53.9	52.0	50
SRR23872596.175064	tr|A0A9W9D218|A0A9W9D218_9PEZI	5.54e-11	54.3	50.0	50
SRR23872596.175675	tr|A0AA37M8P3|A0AA37M8P3_9HYPH	2.40e-17	72.4	64.6	48
SRR23872596.176232	tr|A0A316YF96|A0A316YF96_9BASI	1.63e-08	47.4	46.8	47
SRR23872596.176368	tr|A0A316YF96|A0A316YF96_9BASI	1.63e-08	47.4	46.8	47
SRR23872596.176945	tr|A0A9D7LR74|A0A9D7LR74_9RHOO	3.25e-31	110	96.1	51
SRR23872596.177285	tr|A0A0F8AVQ6|A0A0F8AVQ6_9EURY	3.55e-07	43.5	50.0	46
SRR23872596.178672	tr|A0ABT8FJW9|A0ABT8FJW9_9ACTN	4.65e-09	48.9	44.2	52
SRR23872596.179049	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	1.04e-10	53.5	54.5	44
SRR23872596.180184	tr|Q5F4D8|Q5F4D8_SPHMC	1.36e-19	78.6	70.6	51
SRR23872596.180948	tr|A0A0P9CMX4|A0A0P9CMX4_9BACL	5.08e-19	77.0	72.5	51
SRR23872596.181899	tr|A0ABX3ST51|A0ABX3ST51_MYCMA	1.91e-07	44.3	46.9	49
SRR23872596.182059	tr|A0A1M4ZEU0|A0A1M4ZEU0_9BACT	8.10e-09	48.1	63.3	30
SRR23872596.182073	tr|D3B472|D3B472_HETP5	2.93e-08	46.6	70.4	27
SRR23872596.183473	tr|Q6SQM6|Q6SQM6_9PSED	1.56e-08	47.4	55.3	47
SRR23872596.184366	tr|A0A1X1UCC7|A0A1X1UCC7_MYCFL	2.11e-08	47.0	45.1	51
SRR23872596.185360	tr|H8MLM3|H8MLM3_CORCM	9.58e-07	42.4	47.5	40
SRR23872596.185863	tr|A0ABQ6BST8|A0ABQ6BST8_9NEIS	1.16e-16	70.1	68.0	50
SRR23872596.187247	tr|A0ABQ4NLK9|A0ABQ4NLK9_9RHOB	6.37e-15	63.5	63.8	47
SRR23872596.187433	tr|A0A0D1YDG7|A0A0D1YDG7_9PEZI	1.19e-08	47.8	39.3	61
SRR23872596.189464	tr|A0ABT8EVN5|A0ABT8EVN5_9ACTN	5.53e-11	54.3	50.0	50
SRR23872596.192081	tr|A0AAW3UUR5|A0AAW3UUR5_9BURK	5.01e-13	60.1	54.2	48
SRR23872596.192540	tr|G1C7H9|G1C7H9_9GAMM	6.36e-12	57.0	51.0	51
SRR23872596.193304	tr|A0A840BN63|A0A840BN63_9RHOO	1.19e-22	86.7	74.5	51
SRR23872596.195362	tr|A0A5N5E036|A0A5N5E036_RHOER	8.41e-06	39.7	38.0	50
SRR23872596.195562	tr|A0ABR5J5T3|A0ABR5J5T3_9ACTN	4.12e-08	46.2	51.1	47
SRR23872596.196347	tr|A0A517L0X3|A0A517L0X3_9PEZI	2.96e-11	55.1	61.5	39
SRR23872596.196467	tr|A0A517L0X3|A0A517L0X3_9PEZI	8.81e-06	39.7	45.7	35
SRR23872596.196561	tr|A0A922NQS1|A0A922NQS1_9PLEO	4.50e-06	40.4	36.5	52
SRR23872596.196613	tr|A0AAN5C2R9|A0AAN5C2R9_ASPOZ	1.15e-08	47.8	47.8	46
SRR23872596.197269	tr|A0A1H9BAI2|A0A1H9BAI2_9GAMM	8.26e-09	48.1	57.9	38
SRR23872596.198119	tr|G1C7H9|G1C7H9_9GAMM	1.36e-21	84.0	78.0	50
SRR23872596.198383	tr|A0A6L6XVY0|A0A6L6XVY0_9ACTN	1.03e-07	45.1	45.0	40
