read_id	protein_id	family	evalue	bitscore	pident	aln_len
SRR23872596.52332	A0ABQ6BST8	AlkB	1.25e-09	50.4	45.1	51
SRR23872596.53512	G1C7H9	AlkB	4.15e-28	101	92.2	51
SRR23872596.53672	W4LRX4	AlkB	5.39e-33	114	86.8	53
SRR23872596.57548	A0AAN5C2R9	Cutinase_like	2.22e-14	63.9	56.9	51
SRR23872596.59693	A0A937UNF1	Cutinase_like	7.3e-11	53.9	50.0	50
SRR23872596.61418	A0A937UNF1	Cutinase_like	7.3e-11	53.9	50.0	50
SRR23872596.62413	D3B1Q5	Cutinase_like	1.07e-08	47.8	48.1	52
SRR23872596.64894	G1C7H9	AlkB	1.09e-23	89.7	79.2	53
SRR23872596.66172	A9CMS7	AlkB	5.67e-20	79.7	70.0	50
SRR23872596.68752	A0A937UNF1	Cutinase_like	7.3e-11	53.9	50.0	50
SRR23872596.74169	A0A8H5WTA5	Cutinase_like	1.3e-12	58.9	62.7	51
SRR23872596.74658	A0A031JBB2	AlkB	2.9e-08	46.6	40.4	52
SRR23872596.74909	A0A9P5AHW0	Cutinase_like	1.33e-09	50.4	46.0	50
SRR23872596.76064	A0AAN5C2R9	Cutinase_like	5.68e-14	62.8	50.0	52
SRR23872596.76762	A0ABQ1JGM9	AlkB	2.62e-21	82.8	71.7	53
SRR23872596.77932	A0A4Q7Z5L0	AlkB	1.32e-24	92.4	86.5	52
SRR23872596.78270	G1C7H9	AlkB	7.54e-17	70.9	64.7	51
SRR23872596.79034	A0AAN5C2R9	Cutinase_like	1.5e-16	70.1	67.3	52
SRR23872596.79614	A0A1T3WM18	AlkB	4.89e-13	60.1	48.1	52
SRR23872596.80818	A0A922NQS1	Cutinase_like	7.12e-07	42.7	37.7	53
SRR23872596.81288	A0A1E7N1S6	AlkB	1.39e-07	44.7	38.5	52
SRR23872596.82061	F8U1Q3	AlkB	5.04e-26	91.7	82.4	51
SRR23872596.89831	A0ABW3HCW7	AlkB	1.27e-09	50.4	45.6	68
SRR23872596.93252	A0A6J5F6R0	MHETase_like	4.14e-06	40.4	50.0	50
SRR23872596.93642	G1C7R7	AlkB	1.15e-17	69.3	60.4	53
SRR23872596.94734	A0A316YF96	Cutinase_like	5.21e-16	68.6	64.0	50
SRR23872596.95143	A9CMS7	AlkB	2.75e-16	69.3	63.5	52
SRR23872596.95711	A0AAN5C2R9	Cutinase_like	5.31e-13	60.1	52.8	53
SRR23872596.97629	A0A3Q8MC64	AlkB	6.77e-18	71.6	60.4	53
SRR23872596.98953	A0ABW3HCW7	AlkB	1.92e-07	44.3	50.0	50
SRR23872596.100107	Q5F4D8	AlkB	2.36e-06	41.2	41.2	51
SRR23872596.101523	Q5F4D8	AlkB	2.36e-06	41.2	41.2	51
SRR23872596.102994	A0A382CF23	Cutinase_like	5.66e-08	45.8	41.8	55
SRR23872596.103742	G1C7H9	AlkB	2.18e-18	75.1	72.5	51
SRR23872596.104095	A0AAE6Y585	AlkB	1.25e-06	42.0	41.2	51
SRR23872596.104997	A0AAN5C2R9	Cutinase_like	4.66e-15	65.9	68.0	50
SRR23872596.107615	A0A922NQS1	Cutinase_like	3.63e-07	43.5	45.1	51
SRR23872596.109560	A0A1X0BAF1	AlkB	1.8e-06	41.6	45.3	53
SRR23872596.109608	A0A286RH75	Cutinase_like	1.92e-10	52.8	50.0	52
SRR23872596.116545	A0A1E3LRC3	AlkB	1.06e-16	70.5	68.0	50
SRR23872596.119827	A0A1V2ICM1	AlkB	5.45e-11	54.3	50.9	53
SRR23872596.125228	B6Z2A7	AlkB	2.15e-26	93.2	82.7	52
SRR23872596.128461	A0A9P4TBT9	Cutinase_like	3.15e-17	72.0	65.4	52
SRR23872596.132301	A0A382EE29	Cutinase_like	1.06e-13	62.0	56.9	51
SRR23872596.134326	A0A5N5E036	Cutinase_like	1.65e-11	55.8	55.6	54
SRR23872596.134751	A0A538SMW8	Cutinase_like	2.88e-17	70.5	62.3	53
SRR23872596.135788	A0ABR7MBV8	AlkB	4.14e-17	71.6	60.0	50
SRR23872596.136855	A0A922NQS1	Cutinase_like	1.04e-10	53.5	52.0	50
SRR23872596.141521	A0A071MHG8	AlkB	5.85e-12	57.0	51.0	51
SRR23872596.150748	A0A5M8NZN6	MHETase_like	7.09e-16	68.2	62.0	50
SRR23872596.150855	A0A0P9CMX4	AlkB	3.42e-12	57.8	52.9	51
SRR23872596.151020	A0A1S9RVN2	Cutinase_like	7.6e-24	90.9	81.1	53
SRR23872596.154749	A0A1Q9AR33	AlkB	1.39e-07	44.7	43.4	53
SRR23872596.155150	A0A556QNH3	Cutinase_like	9.47e-14	62.0	54.9	51
SRR23872596.156363	A0AAN5C2R9	Cutinase_like	4.5e-17	71.6	69.2	52
SRR23872596.156584	A0A1S9RVN2	Cutinase_like	5.87e-17	71.2	58.1	62
SRR23872596.160359	C1AAJ2	Cutinase_like	9.01e-18	73.6	61.5	52
SRR23872596.160407	G1C7H9	AlkB	1.15e-18	75.9	67.3	52
SRR23872596.161082	C1AAJ2	Cutinase_like	9.01e-18	73.6	61.5	52
SRR23872596.161149	A0A1Y1SD44	AlkB	4.69e-21	82.8	71.2	52
SRR23872596.162744	A0A922NQS1	Cutinase_like	4.06e-11	54.7	54.0	50
SRR23872596.164133	A0AAN5C2R9	Cutinase_like	1.66e-11	55.8	49.1	53
SRR23872596.164963	A0AAN5C2R9	Cutinase_like	3.83e-16	68.9	74.0	50
SRR23872596.166044	A0A1E1JTL6	Cutinase_like	4.21e-11	54.7	52.9	51
SRR23872596.166990	A0A0F9YAJ9	Cutinase_like	1.67e-14	64.3	60.4	53
SRR23872596.169286	A0A1X0I552	AlkB	1.13e-08	47.8	40.4	52
SRR23872596.172017	A0AA37M568	AlkB	1.02e-16	68.2	62.7	51
SRR23872596.173428	A9CMS7	AlkB	7.35e-16	68.2	50.9	53
SRR23872596.174013	A0A841B6R1	Cutinase_like	3.23e-06	40.8	41.2	51
SRR23872596.175064	A0A9W9D218	Cutinase_like	4.01e-08	46.2	46.3	54
SRR23872596.176232	A0A316YF96	Cutinase_like	1.47e-07	44.7	47.1	51
SRR23872596.176368	A0A316YF96	Cutinase_like	1.47e-07	44.7	47.1	51
SRR23872596.176633	K2RTV3	Cutinase_like	1.38e-15	67.4	56.6	53
SRR23872596.176945	A0A4R6RNS3	AlkB	1.34e-32	113	96.2	52
SRR23872596.179049	A0AAN5C2R9	Cutinase_like	1.99e-13	61.2	54.9	51
SRR23872596.180184	Q5F4D8	AlkB	3.98e-20	80.1	71.2	52
SRR23872596.180948	A0ABR7MBV8	AlkB	4.28e-14	63.2	50.9	53
SRR23872596.185051	A0A9P5AHW0	Cutinase_like	3.27e-09	49.3	55.8	52
SRR23872596.187433	A0A0D1YDG7	Cutinase_like	1.19e-08	47.8	39.3	61
SRR23872596.193304	A0ABU3XZF2	AlkB	2.46e-21	78.2	65.4	52
SRR23872596.195562	A0ABR5J5T3	AlkB	3.22e-06	40.8	44.0	50
SRR23872596.196613	A0AAN5C2R9	Cutinase_like	2.94e-08	46.6	46.2	52
SRR23872596.203585	A0A316YF96	Cutinase_like	5.71e-08	45.8	54.0	50
SRR23872596.204008	A0A5N5E036	Cutinase_like	3.79e-10	52.0	58.5	53
SRR23872596.206327	A9CMS7	AlkB	2.05e-13	61.2	52.8	53
SRR23872596.207834	A0A0P9CMX4	AlkB	1.28e-12	58.9	51.9	52
SRR23872596.207985	A0A1S1QJ66	AlkB	6.29e-20	79.0	73.1	52
SRR23872596.216010	A0A0P9CMX4	AlkB	3.82e-13	60.5	49.1	53
SRR23872596.216165	A0AA37X297	AlkB	1.34e-31	110	96.2	52
SRR23872596.216309	A0A0P8X0D6	Cutinase_like	1.12e-08	47.8	48.0	50
SRR23872596.216942	A0A0P9CMX4	AlkB	1.35e-15	67.4	57.7	52
SRR23872596.218221	A0AAN5C2R9	Cutinase_like	3.18e-14	63.5	62.3	53
SRR23872596.221345	A0A922NQS1	Cutinase_like	8.38e-09	48.1	42.6	54
SRR23872596.223552	A0AAN5C2R9	Cutinase_like	7.15e-16	68.2	63.5	52
SRR23872596.223553	A0A0R3KEM9	AlkB	1.09e-30	108	98.1	52
SRR23872596.227243	A0AAN5C2R9	Cutinase_like	4.48e-09	48.9	48.1	52
SRR23872596.227821	A0ABM6H719	AlkB	7.44e-11	53.9	53.8	52
SRR23872596.231550	A0A6N7LSU7	AlkB	7.71e-14	62.4	42.4	59
SRR23872596.233064	A0A0U3TFK6	AlkB	3.21e-27	98.6	94.0	50
SRR23872596.233146	A0A090DRU0	AlkB	5.64e-25	90.1	63.5	52
SRR23872596.234940	A0ABQ6BMW0	AlkB	6.32e-24	89.7	73.6	53
SRR23872596.235597	A0AAN5C2R9	Cutinase_like	9.78e-16	67.8	58.8	51
SRR23872596.239127	A0A916SGU4	AlkB	6.29e-23	85.1	71.2	52
SRR23872596.239403	A0A318LRJ6	AlkB	1.09e-19	78.6	61.5	52
SRR23872596.241805	A0A9P5AHW0	Cutinase_like	4.5e-06	40.4	40.4	52
SRR23872596.244694	A0AAN5C2R9	Cutinase_like	2.27e-11	55.5	50.0	52
SRR23872596.246315	A9CMS7	AlkB	7.86e-11	53.9	50.0	50
SRR23872596.247847	A0A3T1D4I6	AlkB	1.41e-20	80.9	66.0	53
SRR23872596.248362	A0A3T1D4I6	AlkB	1.41e-20	80.9	66.0	53
SRR23872596.252652	A0A1X0BAF1	AlkB	1.91e-10	52.8	53.8	52
SRR23872596.254216	A0A512NG10	AlkB	3.74e-07	43.5	40.4	52
SRR23872596.257533	A0A254U2U8	Cutinase_like	3.07e-11	55.1	51.0	51
SRR23872596.259349	A0A0W1R4J3	AlkB	4.59e-06	40.4	36.5	52
SRR23872596.262699	A0A316YF96	Cutinase_like	1.68e-17	72.8	65.4	52
SRR23872596.264161	A0A840R8S4	AlkB	1.9e-10	52.8	58.0	50
SRR23872596.265043	A0A1X1TQC3	Cutinase_like	8.94e-35	116	88.7	53
SRR23872596.265671	A0A0H4LJ17	AlkB	7.55e-22	79.3	68.6	51
SRR23872596.269283	A0A0M8PKR8	AlkB	2.61e-07	43.9	43.1	51
SRR23872596.271172	A0ABQ6CYQ0	AlkB	1.5e-15	67.0	60.8	51
SRR23872596.273695	A0A0D1YDG7	Cutinase_like	2.29e-17	72.4	59.6	52
SRR23872596.273797	A0A1X0I552	AlkB	4.14e-08	46.2	41.5	53
SRR23872596.274038	A9CMS7	AlkB	2.6e-22	86.3	80.8	52
SRR23872596.274274	A0A0N7H9C9	AlkB	4.04e-09	48.5	50.0	52
SRR23872596.275712	A0A7W7SJU4	Cutinase_like	1.1e-16	70.5	67.3	52
SRR23872596.276118	A0AAN5C2R9	Cutinase_like	1.83e-15	67.0	67.3	52
SRR23872596.277001	A0AAN5C2R9	Cutinase_like	1.11e-13	62.0	49.1	53
SRR23872596.277710	A0ABT6L495	Cutinase_like	3.01e-27	96.3	94.2	52
SRR23872596.287036	A0A6F8YCI5	AlkB	2.45e-09	49.7	34.6	52
SRR23872596.287618	A0A3G9IX35	AlkB	4.55e-12	57.4	50.0	50
SRR23872596.289005	A0A917Q8D6	AlkB	1.13e-11	56.2	47.1	51
SRR23872596.291842	A0A254U2U8	Cutinase_like	1.32e-15	67.4	56.9	51
SRR23872596.294324	A0A164J077	AlkB	5.44e-08	45.8	38.5	52
SRR23872596.297768	A0A0A2VAB0	Cutinase_like	6.82e-07	42.7	43.5	62
SRR23872596.298081	A0A4R3N1N4	AlkB	5.14e-18	73.9	76.9	52
SRR23872596.300288	C7EB06	AlkB	3.62e-24	86.7	76.9	52
SRR23872596.303968	B6IHE3	AlkB	8.38e-06	39.7	44.2	52
SRR23872596.311502	G1C7H9	AlkB	4.83e-16	68.6	60.8	51
SRR23872596.313990	A0A0D1YDG7	Cutinase_like	1.73e-06	41.6	43.1	51
SRR23872596.314608	A0A4V3F676	AlkB	1.7e-26	97.4	88.5	52
SRR23872596.317221	A0ABM6H719	AlkB	6.99e-07	42.7	51.0	51
SRR23872596.317788	A0AAE6Y585	AlkB	5.18e-24	90.1	71.2	52
SRR23872596.321085	A0A8H4JGE8	Cutinase_like	2.97e-11	55.1	45.1	51
SRR23872596.321257	G1C7H9	AlkB	1.56e-11	55.8	50.9	55
SRR23872596.321337	A0A0F8AVQ6	AlkB	1.28e-09	50.4	48.1	52
SRR23872596.324267	A0ABQ3GCS7	AlkB	1.25e-22	86.3	81.1	53
SRR23872596.326297	A0ABQ6BST8	AlkB	9.12e-19	75.9	76.0	50
SRR23872596.327401	A0A922NQS1	Cutinase_like	4.03e-08	46.2	44.0	50
SRR23872596.330336	A0A5N5E036	Cutinase_like	4.01e-08	46.2	54.0	50
SRR23872596.332585	K2RTV3	Cutinase_like	8.42e-12	56.6	51.9	52
SRR23872596.333053	A0ABW1TSY4	AlkB	1.72e-22	84.0	73.1	52
SRR23872596.335858	A0A1A5J4W7	AlkB	1.32e-24	91.7	84.6	52
SRR23872596.336788	A0A0W8IC11	AlkB	1.18e-27	99.8	88.5	52
SRR23872596.342976	A9CMS7	AlkB	2.64e-10	52.4	52.0	50
SRR23872596.343134	A0ABM8C2J5	AlkB	5.22e-28	100	92.3	52
SRR23872596.344009	A0A1S9RVN2	Cutinase_like	6.13e-20	79.7	63.0	54
SRR23872596.344468	A0A1E3LRC3	AlkB	5.92e-17	71.2	62.0	50
SRR23872596.345088	K2RTV3	Cutinase_like	1.76e-12	58.5	52.0	50
SRR23872596.345581	G1C7H9	AlkB	3.59e-10	52.0	50.0	52
SRR23872596.348691	A0A0P9CMX4	AlkB	1.22e-14	64.7	56.6	53
SRR23872596.348971	A0ABR5J5T3	AlkB	6.26e-09	48.5	46.2	52
SRR23872596.350027	A0A254U084	Cutinase_like	1.03e-07	45.1	40.4	52
SRR23872596.354808	A0A922NQS1	Cutinase_like	3.27e-09	49.3	39.2	51
SRR23872596.355837	A0ABV3PHS6	AlkB	4.64e-25	90.5	73.1	52
SRR23872596.356504	A0AAN5C2R9	Cutinase_like	3.04e-14	63.5	54.9	51
SRR23872596.358457	A0A1E7LQY9	AlkB	5.38e-11	54.3	51.0	51
SRR23872596.358918	A0A6F8YCI5	AlkB	5.35e-14	62.8	52.0	50
SRR23872596.361896	A0A1X1UCC7	AlkB	3.57e-07	43.5	49.0	51
SRR23872596.363450	A0A0G4NCV0	Cutinase_like	1.56e-16	70.1	59.6	52
SRR23872596.364326	A0ABX3ST51	AlkB	4.94e-23	87.8	75.0	52
SRR23872596.367280	Q5F4D8	AlkB	1.04e-13	62.0	54.9	51
SRR23872596.367316	D3B1Q5	Cutinase_like	1.35e-07	44.7	39.6	53
SRR23872596.372179	A0A318HNG4	Cutinase_like	6.97e-21	80.1	76.0	50
SRR23872596.380029	Q5F4D8	AlkB	5.63e-21	82.4	73.1	52
SRR23872596.381132	A0ABT8S460	AlkB	3.68e-17	70.1	69.2	52
SRR23872596.387346	A0ABQ2EJG7	AlkB	3.3e-19	77.0	69.2	52
SRR23872596.390514	A0A916NB75	Cutinase_like	5.49e-08	45.8	48.1	52
SRR23872596.396044	A0A1H9GAM6	AlkB	1.39e-24	92.0	83.0	53
SRR23872596.396426	A0A0P9CMX4	AlkB	2.36e-09	49.7	39.6	53
SRR23872596.396669	A0A1H9GAM6	AlkB	1.39e-24	92.0	83.0	53
SRR23872596.397623	A0ABQ1ESB0	AlkB	1.39e-13	61.6	59.6	52
SRR23872596.399257	A0ABW3HCW7	AlkB	2.13e-08	47.0	49.1	55
SRR23872596.403383	A0A922NQS1	Cutinase_like	6.37e-15	65.5	59.6	52
SRR23872596.404674	A0AAN5C2R9	Cutinase_like	9.49e-13	59.3	62.0	50
SRR23872596.404892	A0A0G4NCV0	Cutinase_like	5.06e-13	60.1	50.0	50
SRR23872596.406456	A0ABM8C2J5	AlkB	3.59e-14	63.2	60.0	50
SRR23872596.407531	A0A2A4MPM5	Cutinase_like	9.29e-07	42.4	39.6	53
SRR23872596.410353	A0A7W7SJU4	Cutinase_like	1.5e-16	70.1	57.7	52
SRR23872596.410449	G1C7H9	AlkB	5.68e-18	73.9	61.5	52
SRR23872596.413400	A0AAP8QDB7	AlkB	4.87e-19	76.6	62.0	50
SRR23872596.420402	H1VJR2	Cutinase_like	1.31e-06	42.0	36.5	52
SRR23872596.423273	A0A0W1R4J3	AlkB	5.91e-09	48.5	51.9	52
SRR23872596.425602	A0AAN5C2R9	Cutinase_like	3.29e-17	72.0	67.9	53
SRR23872596.425730	A0A3D4T0J9	AlkB	5.42e-08	45.8	44.0	50
SRR23872596.426275	A0ABT3SZR1	AlkB	2.27e-15	66.6	58.0	50
SRR23872596.434823	G1C7H9	AlkB	1.07e-17	73.2	61.5	52
SRR23872596.438130	A0AAD2BXW6	MHETase_like	3.14e-17	72.0	62.0	50
SRR23872596.440739	A0A0P9CMX4	AlkB	2.58e-19	77.8	65.4	52
SRR23872596.440780	A0ABW3HCW7	AlkB	3.55e-15	66.2	54.7	53
SRR23872596.444200	B6IHE3	AlkB	8.38e-06	39.7	36.4	55
SRR23872596.444866	G1C7H9	AlkB	7e-07	42.7	48.1	52
SRR23872596.446709	J4UWC3	Cutinase_like	2.36e-09	49.7	47.1	51
SRR23872596.447240	Q5F4D8	AlkB	1.34e-12	58.9	50.0	50
SRR23872596.452415	A9CMS7	AlkB	8.41e-12	56.6	48.1	52
SRR23872596.453046	A0A1R4H2N5	AlkB	2.71e-07	43.9	44.2	52
SRR23872596.453887	A0A4R6RIK2	Cutinase_like	6.36e-20	78.2	76.9	52
SRR23872596.455260	A0ABQ3GCS7	AlkB	7.98e-27	97.4	88.7	53
SRR23872596.455276	A0ABW3HCW7	AlkB	6.35e-15	65.5	62.7	51
SRR23872596.455775	A9CMS7	AlkB	8.41e-12	56.6	48.1	52
SRR23872596.456087	Q5F4D8	AlkB	5e-13	60.1	55.8	52
SRR23872596.456825	A0ABQ6EE57	AlkB	1.36e-13	61.6	56.9	51
SRR23872596.457333	A9CMS7	AlkB	2.2e-20	80.9	65.4	52
SRR23872596.460173	A0A922NQS1	Cutinase_like	9.32e-10	50.8	51.9	52
SRR23872596.460923	A0AAN5C2R9	Cutinase_like	4.48e-09	48.9	43.1	51
SRR23872596.464746	A0A1V2ICM1	AlkB	1.18e-11	56.2	59.6	52
SRR23872596.464963	A0A0A8K451	AlkB	2.01e-24	91.7	73.1	52
SRR23872596.466123	A0A179BQ28	AlkB	4.62e-28	100	84.3	51
SRR23872596.468002	A0A0P9CMX4	AlkB	1.16e-14	64.7	60.0	50
SRR23872596.469678	A0A1X0BAF1	AlkB	9.17e-07	42.4	55.8	52
SRR23872596.470815	A0AAN5C2R9	Cutinase_like	3.27e-09	49.3	43.1	51
SRR23872596.471415	A0A8H4Q0Z6	Cutinase_like	3.39e-09	49.3	44.4	54
SRR23872596.471615	B4RAN1	AlkB	1.05e-10	53.1	48.0	50
SRR23872596.471727	A0A8H5WTA5	Cutinase_like	6.11e-09	48.5	49.0	51
SRR23872596.472691	A0A917Q8D6	AlkB	2.12e-11	55.5	50.0	52
SRR23872596.476241	A0A8H4JGE8	Cutinase_like	6.81e-10	51.2	46.2	52
SRR23872596.477181	A0A917Q8D6	AlkB	1.1e-14	64.7	54.9	51
SRR23872596.477733	A0A4P6UV46	AlkB	6.73e-17	70.9	53.8	52
SRR23872596.478025	A0A382CF23	Cutinase_like	5.29e-18	73.9	66.0	53
SRR23872596.481724	A0AAP8QDB7	AlkB	1.54e-08	47.4	44.2	52
SRR23872596.483874	A0ABQ5Z4K7	AlkB	6.84e-22	84.3	75.5	53
SRR23872596.484083	A0ABQ1UYZ3	AlkB	4.65e-17	71.2	62.3	53
SRR23872596.484613	A0ABM9C468	MHETase_like	2.13e-08	47.0	43.1	51
SRR23872596.486701	A0A956LY28	Cutinase_like	4.33e-14	63.2	54.7	53
SRR23872596.487010	A0A9P5AHW0	Cutinase_like	1.34e-06	42.0	38.0	50
SRR23872596.487379	A0A517L0X3	Cutinase_like	5.23e-16	68.6	61.5	52
SRR23872596.497373	A0AAE5BTX7	AlkB	3.34e-20	80.1	68.0	50
SRR23872596.497902	A9F397	AlkB	1.28e-09	50.4	50.0	50
SRR23872596.514365	A0A1B0Z6K2	AlkB	6.83e-33	109	94.2	52
SRR23872596.515222	A0ABW3HCW7	AlkB	5.05e-13	60.1	53.8	52
SRR23872596.521665	A0A254U084	Cutinase_like	6.82e-10	51.2	47.1	51
SRR23872596.523009	A0A0D1YDG7	Cutinase_like	4.63e-09	48.9	46.0	50
SRR23872596.524342	D3B1Q5	Cutinase_like	9.29e-12	56.2	53.8	52
SRR23872596.526171	A0A922NQS1	Cutinase_like	1.41e-07	44.7	39.2	51
SRR23872596.526685	A0A545V9Y1	Cutinase_like	8.35e-06	39.7	38.5	52
SRR23872596.532990	A0A132NE97	AlkB	2.85e-09	49.3	51.9	52
SRR23872596.533293	A0ABR4SHR7	AlkB	2.59e-10	52.4	53.8	52
SRR23872596.534283	A0A3Q8MC64	AlkB	2.21e-15	65.1	47.2	53
SRR23872596.535644	A0AAN5C2R9	Cutinase_like	1.85e-12	58.5	54.9	51
SRR23872596.537424	A0A0W1R4J3	AlkB	1.52e-08	47.4	40.4	52
SRR23872596.538793	W4MAT7	AlkB	1.23e-28	102	82.0	50
SRR23872596.539114	A0ABR4ZJH3	AlkB	1.74e-19	77.8	71.2	52
SRR23872596.539223	W4MAT7	AlkB	1.23e-28	102	82.0	50
SRR23872596.540377	G1C7H9	AlkB	5.49e-17	71.2	67.3	52
SRR23872596.546154	B0SWF7	Cutinase_like	4.4e-18	73.9	69.2	52
SRR23872596.547905	A0A175RUT5	AlkB	1.41e-22	86.3	80.0	50
SRR23872596.553369	A0A8H4JGE8	Cutinase_like	2.42e-12	58.2	52.0	50
SRR23872596.554016	A0A917Q8D6	AlkB	8.03e-20	79.0	71.2	52
SRR23872596.555328	A0AAN5C2R9	Cutinase_like	4.74e-12	57.4	53.8	52
SRR23872596.559969	A0A0H0AG54	AlkB	8e-30	105	88.5	52
SRR23872596.560581	A0A5C6M5F5	AlkB	1.92e-15	65.5	54.9	51
SRR23872596.565091	A0A8H5WTA5	Cutinase_like	3.62e-07	43.5	38.0	50
SRR23872596.566229	A0A916UUV4	AlkB	2.79e-18	74.7	58.8	51
SRR23872596.568540	A0A1G7NKM8	AlkB	2.58e-15	66.6	56.0	50
SRR23872596.572512	G1C7H9	AlkB	4.13e-18	74.3	70.0	50
SRR23872596.578334	A0ABQ1F8A1	AlkB	9.56e-21	81.3	78.0	50
SRR23872596.579244	G1C7H9	AlkB	9.81e-22	84.3	84.6	52
SRR23872596.584749	Q5F4D8	AlkB	4.92e-10	51.6	50.9	53
SRR23872596.585440	A0A5J4RG58	MHETase_like	2.13e-16	69.7	58.5	53
SRR23872596.585977	A0AAD5SGD1	Cutinase_like	2.89e-08	46.6	42.6	54
SRR23872596.586507	A0A9P5AHW0	Cutinase_like	1.04e-10	53.5	49.0	51
SRR23872596.590417	A0ABV8DF35	AlkB	5.95e-24	87.8	75.5	53
SRR23872596.593147	A0AAN5C2R9	Cutinase_like	1.3e-12	58.9	51.9	52
SRR23872596.593649	A0A0P8X0D6	Cutinase_like	1.12e-08	47.8	44.2	52
SRR23872596.594921	B6Z2A7	AlkB	3.47e-22	82.4	76.0	50
SRR23872596.596010	A0A640TPP2	AlkB	1.1e-17	73.2	63.5	52
SRR23872596.600284	A0A9P4TBT9	Cutinase_like	2.38e-09	49.7	40.0	50
SRR23872596.600510	A0A1V2ICM1	AlkB	2.62e-10	52.4	49.1	53
SRR23872596.612482	G1C7H9	AlkB	5.14e-21	82.4	71.7	53
SRR23872596.616918	A0A4S3K6D5	AlkB	5.4e-17	71.2	59.6	52
SRR23872596.617102	A0A5Q2FFQ5	Cutinase_like	2.78e-10	52.4	54.7	53
SRR23872596.619571	A0A0D1YDG7	Cutinase_like	4.64e-15	65.9	52.7	55
SRR23872596.621230	A0A0P8X0D6	Cutinase_like	7.4e-08	45.4	48.2	56
SRR23872596.621439	A0A100Y1W8	AlkB	1.66e-14	64.3	58.8	51
SRR23872596.622236	A0A100Y1W8	AlkB	1.66e-14	64.3	58.8	51
SRR23872596.623871	A0A251TBK3	AlkB	8.68e-09	48.1	38.2	55
SRR23872596.626365	A0AAN5C2R9	Cutinase_like	1.49e-10	53.1	47.1	51
SRR23872596.627398	A0A917Q8D6	AlkB	1.02e-10	53.5	47.1	51
SRR23872596.628567	Q5F4D8	AlkB	2.36e-09	49.7	48.1	52
SRR23872596.628720	A0A917Q8D6	AlkB	1.02e-10	53.5	47.1	51
SRR23872596.629833	G1C7H9	AlkB	3.4e-20	80.1	70.6	51
SRR23872596.632788	A0AAN5C2R9	Cutinase_like	2.15e-08	47.0	42.3	52
SRR23872596.634595	A0A1E3LRC3	AlkB	9.47e-19	76.3	70.0	50
SRR23872596.635868	A0ABW3HCW7	AlkB	6.77e-10	51.2	48.0	50
SRR23872596.636761	A0ABQ1UYZ3	AlkB	1.01e-21	84.0	66.0	53
SRR23872596.637633	A0A0P9CMX4	AlkB	6.68e-19	76.6	62.7	51
SRR23872596.638173	A0A0G4NCV0	Cutinase_like	1.48e-10	53.1	49.1	53
