read_id	protein_id	family	evalue	bitscore	pident	aln_len
SRR23872596.52332	A0ABQ6BST8	AlkB	1.25e-09	50.4	45.1	51
SRR23872596.53512	G1C7H9	AlkB	4.15e-28	101	92.2	51
SRR23872596.53672	W4LRX4	AlkB	5.39e-33	114	86.8	53
SRR23872596.57548	A0AAN5C2R9	Cutinase_like	2.22e-14	63.9	56.9	51
SRR23872596.59693	A0A937UNF1	Cutinase_like	7.3e-11	53.9	50.0	50
SRR23872596.61418	A0A937UNF1	Cutinase_like	7.3e-11	53.9	50.0	50
SRR23872596.62413	D3B1Q5	Cutinase_like	1.07e-08	47.8	48.1	52
SRR23872596.64894	G1C7H9	AlkB	1.09e-23	89.7	79.2	53
SRR23872596.66172	A9CMS7	AlkB	5.67e-20	79.7	70.0	50
SRR23872596.68752	A0A937UNF1	Cutinase_like	7.3e-11	53.9	50.0	50
SRR23872596.74169	A0A8H5WTA5	Cutinase_like	1.3e-12	58.9	62.7	51
SRR23872596.74658	A0A031JBB2	AlkB	2.9e-08	46.6	40.4	52
SRR23872596.74909	A0A9P5AHW0	Cutinase_like	1.33e-09	50.4	46.0	50
SRR23872596.76064	A0AAN5C2R9	Cutinase_like	5.68e-14	62.8	50.0	52
SRR23872596.76762	A0ABQ1JGM9	AlkB	2.62e-21	82.8	71.7	53
SRR23872596.77932	A0A4Q7Z5L0	AlkB	1.32e-24	92.4	86.5	52
SRR23872596.78270	G1C7H9	AlkB	7.54e-17	70.9	64.7	51
SRR23872596.79034	A0AAN5C2R9	Cutinase_like	1.5e-16	70.1	67.3	52
SRR23872596.79614	A0A1T3WM18	AlkB	4.89e-13	60.1	48.1	52
SRR23872596.80818	A0A922NQS1	Cutinase_like	7.12e-07	42.7	37.7	53
SRR23872596.81288	A0A1E7N1S6	AlkB	1.39e-07	44.7	38.5	52
SRR23872596.82061	F8U1Q3	AlkB	5.04e-26	91.7	82.4	51
SRR23872596.89831	A0ABW3HCW7	AlkB	1.27e-09	50.4	45.6	68
SRR23872596.93252	A0A6J5F6R0	MHETase_like	4.14e-06	40.4	50.0	50
SRR23872596.93642	G1C7R7	AlkB	1.15e-17	69.3	60.4	53
SRR23872596.94734	A0A316YF96	Cutinase_like	5.21e-16	68.6	64.0	50
SRR23872596.95143	A9CMS7	AlkB	2.75e-16	69.3	63.5	52
SRR23872596.95711	A0AAN5C2R9	Cutinase_like	5.31e-13	60.1	52.8	53
SRR23872596.97629	A0A3Q8MC64	AlkB	6.77e-18	71.6	60.4	53
SRR23872596.98953	A0ABW3HCW7	AlkB	1.92e-07	44.3	50.0	50
SRR23872596.100107	Q5F4D8	AlkB	2.36e-06	41.2	41.2	51
SRR23872596.101523	Q5F4D8	AlkB	2.36e-06	41.2	41.2	51
SRR23872596.102994	A0A382CF23	Cutinase_like	5.66e-08	45.8	41.8	55
SRR23872596.103742	G1C7H9	AlkB	2.18e-18	75.1	72.5	51
SRR23872596.104095	A0AAE6Y585	AlkB	1.25e-06	42.0	41.2	51
SRR23872596.104997	A0AAN5C2R9	Cutinase_like	4.66e-15	65.9	68.0	50
SRR23872596.107615	A0A922NQS1	Cutinase_like	3.63e-07	43.5	45.1	51
SRR23872596.109560	A0A1X0BAF1	AlkB	1.8e-06	41.6	45.3	53
SRR23872596.109608	A0A286RH75	Cutinase_like	1.92e-10	52.8	50.0	52
SRR23872596.116545	A0A1E3LRC3	AlkB	1.06e-16	70.5	68.0	50
SRR23872596.119827	A0A1V2ICM1	AlkB	5.45e-11	54.3	50.9	53
SRR23872596.125228	B6Z2A7	AlkB	2.15e-26	93.2	82.7	52
SRR23872596.128461	A0A9P4TBT9	Cutinase_like	3.15e-17	72.0	65.4	52
SRR23872596.132301	A0A382EE29	Cutinase_like	1.06e-13	62.0	56.9	51
SRR23872596.134326	A0A5N5E036	Cutinase_like	1.65e-11	55.8	55.6	54
SRR23872596.134751	A0A538SMW8	Cutinase_like	2.88e-17	70.5	62.3	53
SRR23872596.135788	A0ABR7MBV8	AlkB	4.14e-17	71.6	60.0	50
SRR23872596.136855	A0A922NQS1	Cutinase_like	1.04e-10	53.5	52.0	50
SRR23872596.141521	A0A071MHG8	AlkB	5.85e-12	57.0	51.0	51
SRR23872596.150748	A0A5M8NZN6	MHETase_like	7.09e-16	68.2	62.0	50
SRR23872596.150855	A0A0P9CMX4	AlkB	3.42e-12	57.8	52.9	51
SRR23872596.151020	A0A1S9RVN2	Cutinase_like	7.6e-24	90.9	81.1	53
SRR23872596.154749	A0A1Q9AR33	AlkB	1.39e-07	44.7	43.4	53
SRR23872596.155150	A0A556QNH3	Cutinase_like	9.47e-14	62.0	54.9	51
SRR23872596.156363	A0AAN5C2R9	Cutinase_like	4.5e-17	71.6	69.2	52
SRR23872596.156584	A0A1S9RVN2	Cutinase_like	5.87e-17	71.2	58.1	62
SRR23872596.160359	C1AAJ2	Cutinase_like	9.01e-18	73.6	61.5	52
SRR23872596.160407	G1C7H9	AlkB	1.15e-18	75.9	67.3	52
SRR23872596.161082	C1AAJ2	Cutinase_like	9.01e-18	73.6	61.5	52
SRR23872596.161149	A0A1Y1SD44	AlkB	4.69e-21	82.8	71.2	52
SRR23872596.162744	A0A922NQS1	Cutinase_like	4.06e-11	54.7	54.0	50
SRR23872596.164133	A0AAN5C2R9	Cutinase_like	1.66e-11	55.8	49.1	53
SRR23872596.164963	A0AAN5C2R9	Cutinase_like	3.83e-16	68.9	74.0	50
SRR23872596.166044	A0A1E1JTL6	Cutinase_like	4.21e-11	54.7	52.9	51
SRR23872596.166990	A0A0F9YAJ9	Cutinase_like	1.67e-14	64.3	60.4	53
SRR23872596.169286	A0A1X0I552	AlkB	1.13e-08	47.8	40.4	52
SRR23872596.172017	A0AA37M568	AlkB	1.02e-16	68.2	62.7	51
SRR23872596.173428	A9CMS7	AlkB	7.35e-16	68.2	50.9	53
SRR23872596.174013	A0A841B6R1	Cutinase_like	3.23e-06	40.8	41.2	51
SRR23872596.175064	A0A9W9D218	Cutinase_like	4.01e-08	46.2	46.3	54
SRR23872596.176232	A0A316YF96	Cutinase_like	1.47e-07	44.7	47.1	51
SRR23872596.176368	A0A316YF96	Cutinase_like	1.47e-07	44.7	47.1	51
SRR23872596.176633	K2RTV3	Cutinase_like	1.38e-15	67.4	56.6	53
SRR23872596.176945	A0A4R6RNS3	AlkB	1.34e-32	113	96.2	52
SRR23872596.179049	A0AAN5C2R9	Cutinase_like	1.99e-13	61.2	54.9	51
SRR23872596.180184	Q5F4D8	AlkB	3.98e-20	80.1	71.2	52
SRR23872596.180948	A0ABR7MBV8	AlkB	4.28e-14	63.2	50.9	53
SRR23872596.185051	A0A9P5AHW0	Cutinase_like	3.27e-09	49.3	55.8	52
SRR23872596.187433	A0A0D1YDG7	Cutinase_like	1.19e-08	47.8	39.3	61
SRR23872596.193304	A0ABU3XZF2	AlkB	2.46e-21	78.2	65.4	52
SRR23872596.195562	A0ABR5J5T3	AlkB	3.22e-06	40.8	44.0	50
SRR23872596.196613	A0AAN5C2R9	Cutinase_like	2.94e-08	46.6	46.2	52
SRR23872596.1450	G1C7H9	AlkB	6.09e-19	76.6	72.5	51
SRR23872596.2698	A0A8H5WTA5	Cutinase_like	1.58e-11	55.8	52.9	51
SRR23872596.3692	A0A0A6UP58	AlkB	9.61e-23	86.7	82.0	50
SRR23872596.5228	A0AAE6Y585	AlkB	3.13e-16	68.9	60.0	50
SRR23872596.5341	A0AAE6Y585	AlkB	3.13e-16	68.9	60.0	50
SRR23872596.5893	A0AAE6Y585	AlkB	3.13e-16	68.9	60.0	50
SRR23872596.10967	A0A1X0I552	AlkB	4.42e-12	57.4	56.0	50
SRR23872596.11380	G1C7H9	AlkB	8.75e-19	76.3	71.2	52
SRR23872596.12733	A0ABQ3GCS7	AlkB	1.71e-23	88.6	84.3	51
SRR23872596.16428	A0A418YP29	AlkB	1.72e-12	58.5	56.0	50
SRR23872596.16642	A0A922NQS1	Cutinase_like	2.65e-07	43.9	35.3	51
SRR23872596.17678	A0A918KHB5	Cutinase_like	1.01e-07	45.1	45.6	57
SRR23872596.18558	A0A9P5AHW0	Cutinase_like	1.94e-07	44.3	37.3	51
SRR23872596.19047	A0AA37M8P3	MHETase_like	6.08e-09	48.5	44.6	56
SRR23872596.21166	A0A3N0VJU4	AlkB	2.71e-31	110	96.2	52
SRR23872596.21318	A0A164J077	AlkB	2.93e-11	55.1	49.1	53
SRR23872596.22758	A0A0P7Y412	AlkB	1.7e-28	99.4	75.5	53
SRR23872596.23364	A0A0P9CMX4	AlkB	3.32e-15	66.2	62.0	50
SRR23872596.23418	A0ABW3HCW7	AlkB	1.06e-13	62.0	50.0	52
SRR23872596.23434	A0A0P9CMX4	AlkB	3.32e-15	66.2	62.0	50
SRR23872596.26745	H1VJR2	Cutinase_like	9.2e-07	42.4	40.0	50
SRR23872596.29798	A0A1X0I552	AlkB	3.29e-22	85.5	69.2	52
SRR23872596.31723	A0A096A6W6	AlkB	1.9e-07	44.3	47.3	55
SRR23872596.31757	A0A096A6W6	AlkB	1.9e-07	44.3	47.3	55
SRR23872596.33991	A0A679JQL4	MHETase_like	7.44e-16	68.2	60.4	53
SRR23872596.38718	A0A844AVT7	AlkB	4.74e-27	98.2	77.4	53
SRR23872596.47334	Q9AP11	AlkB	2.13e-08	47.0	41.2	51
SRR23872596.47889	C7EB02	AlkB	6.03e-29	98.6	84.9	53
SRR23872596.52332	A0ABQ2EJG7	AlkB	3.19e-09	49.3	46.2	52
SRR23872596.53512	G1C7H9	AlkB	8.91e-20	79.0	72.0	50
SRR23872596.53672	A0ABM7Y2T5	AlkB	3.11e-31	109	90.6	53
SRR23872596.54567	A0A316YF96	Cutinase_like	2.01e-07	44.3	46.3	54
SRR23872596.59290	A0AAN5C2R9	Cutinase_like	2.71e-13	60.8	53.8	52
SRR23872596.61284	A0A679JIX2	MHETase_like	1.4e-07	44.7	44.2	52
SRR23872596.69238	A9CMS7	AlkB	1.91e-07	44.3	36.0	50
SRR23872596.69932	A0A6A6HWM3	Cutinase_like	2.88e-08	46.6	44.2	52
SRR23872596.70772	A0A640VSU8	Cutinase_like	2.28e-14	63.9	53.8	52
SRR23872596.73583	A0A0F2LV31	Cutinase_like	5.73e-08	45.8	45.3	53
SRR23872596.74082	A0ABN7YA11	MHETase_like	4.04e-11	54.7	50.9	53
SRR23872596.74169	A0A8H5WTA5	Cutinase_like	4.97e-10	51.6	55.8	52
SRR23872596.74909	A0A9P5AHW0	Cutinase_like	2.94e-08	46.6	43.1	51
SRR23872596.76762	A0ABQ1JGM9	AlkB	2.49e-20	80.1	68.6	51
SRR23872596.77932	A0A4Q7Z5L0	AlkB	1.45e-29	105	92.3	52
SRR23872596.78270	G1C7H9	AlkB	3.68e-16	68.9	64.2	53
SRR23872596.79034	A0AAN5C2R9	Cutinase_like	1.69e-17	72.8	70.6	51
SRR23872596.81238	A0A6J5F6R0	MHETase_like	6.64e-09	48.1	46.2	52
SRR23872596.82061	F8U1Q3	AlkB	7.45e-26	91.3	82.4	51
SRR23872596.84948	A0A1L7CPG1	AlkB	3.37e-06	40.8	39.2	51
SRR23872596.93252	A0A6J5F6R0	MHETase_like	4.14e-06	40.4	50.0	50
SRR23872596.93642	G1C7R7	AlkB	6.18e-20	75.1	67.3	52
SRR23872596.95143	A9CMS7	AlkB	1.07e-16	70.5	66.7	51
SRR23872596.95711	A0AAN5C2R9	Cutinase_like	1.11e-13	62.0	56.9	51
SRR23872596.97629	A0A3Q8MC64	AlkB	1.3e-12	57.8	58.8	51
SRR23872596.98181	A0A922NQS1	Cutinase_like	5.76e-08	45.8	42.6	54
SRR23872596.98341	A0A8H5N5T4	Cutinase_like	1.75e-06	41.6	38.5	52
SRR23872596.99536	A0A0K1RAR4	AlkB	2.61e-07	43.9	48.0	50
SRR23872596.102994	A0A382CF23	Cutinase_like	2.72e-07	43.9	41.7	60
SRR23872596.103742	G1C7H9	AlkB	2.33e-19	77.8	61.5	52
SRR23872596.107615	A0A922NQS1	Cutinase_like	5.2e-07	43.1	40.0	55
SRR23872596.107707	A0A9W6N1A9	AlkB	1.56e-19	78.2	74.0	50
SRR23872596.112136	A0A538SMW8	Cutinase_like	1.79e-10	52.4	55.8	52
SRR23872596.114376	A0ABX3PCV7	AlkB	1.64e-17	72.4	73.1	52
SRR23872596.123479	A0A0L8C1U2	AlkB	1.86e-23	88.6	78.8	52
SRR23872596.125178	G1C7H9	AlkB	1.09e-23	89.7	79.2	53
SRR23872596.125228	H2DK38	AlkB	1.73e-24	88.2	78.8	52
SRR23872596.132255	A0A0N0U9H2	AlkB	2.7e-07	43.9	41.2	51
SRR23872596.132301	A0A382EE29	Cutinase_like	1.44e-13	61.6	53.8	52
SRR23872596.134751	A0A538SMW8	Cutinase_like	9.32e-19	74.3	64.7	51
SRR23872596.141198	A0A0D1YDG7	Cutinase_like	8.43e-12	56.6	50.0	52
SRR23872596.143276	A0AAN5C2R9	Cutinase_like	1.7e-14	64.3	58.5	53
SRR23872596.150748	A0A5M8NZN6	MHETase_like	2.78e-16	69.3	61.5	52
SRR23872596.151020	A0A1S9RVN2	Cutinase_like	1.94e-23	89.7	80.8	52
SRR23872596.156584	A0A1S9RVN2	Cutinase_like	1.04e-23	90.5	81.1	53
SRR23872596.160534	D3B1Q5	Cutinase_like	1.58e-09	50.1	51.9	54
SRR23872596.160780	A0A316YF96	Cutinase_like	9.66e-07	42.4	44.2	52
SRR23872596.161082	C1AAJ2	Cutinase_like	1.19e-14	64.7	57.7	52
SRR23872596.161149	A0A4P7XJ98	AlkB	9.1e-21	82.0	63.5	52
SRR23872596.163839	A0ABR5J5T3	AlkB	7.41e-08	45.4	44.0	50
SRR23872596.164963	A0AAN5C2R9	Cutinase_like	5.47e-16	68.6	74.0	50
SRR23872596.165470	A9CMS7	AlkB	1.67e-25	95.1	84.6	52
SRR23872596.166990	A0AA88C5H9	Cutinase_like	7.38e-16	68.2	64.2	53
SRR23872596.168983	A0A0W0SNN6	AlkB	1.42e-13	61.6	50.9	57
SRR23872596.173428	A9CMS7	AlkB	1.71e-17	72.8	52.8	53
SRR23872596.173738	A0A0P9CMX4	AlkB	2.4e-12	58.2	51.0	51
SRR23872596.174411	A0A9P5AHW0	Cutinase_like	3.8e-10	52.0	38.5	52
SRR23872596.174570	A0ABR7MBV8	AlkB	7.52e-11	53.9	52.0	50
SRR23872596.175064	A0A9W9D218	Cutinase_like	5.54e-11	54.3	50.0	50
SRR23872596.176945	A0A9D7LR74	AlkB	3.25e-31	110	96.1	51
SRR23872596.178672	A0ABT8FJW9	Cutinase_like	4.65e-09	48.9	44.2	52
SRR23872596.180184	Q5F4D8	AlkB	1.36e-19	78.6	70.6	51
SRR23872596.180948	A0A0P9CMX4	AlkB	5.08e-19	77.0	72.5	51
SRR23872596.184366	A0A1X1UCC7	AlkB	2.11e-08	47.0	45.1	51
SRR23872596.185863	A0ABQ6BST8	AlkB	1.16e-16	70.1	68.0	50
SRR23872596.187433	A0A0D1YDG7	Cutinase_like	1.19e-08	47.8	39.3	61
SRR23872596.189464	A0ABT8EVN5	Cutinase_like	5.53e-11	54.3	50.0	50
SRR23872596.192540	G1C7H9	AlkB	6.36e-12	57.0	51.0	51
SRR23872596.193304	A0A840BN63	AlkB	1.19e-22	86.7	74.5	51
SRR23872596.195362	A0A5N5E036	Cutinase_like	8.41e-06	39.7	38.0	50
SRR23872596.196561	A0A922NQS1	Cutinase_like	4.5e-06	40.4	36.5	52
SRR23872596.198119	G1C7H9	AlkB	1.36e-21	84.0	78.0	50
