read_id	protein_id	family	evalue	bitscore	pident	aln_len
SRR28636381.73854	A0A916JIF2	MHETase_like	1.17e-15	67.4	75.6	41
SRR28636381.73930	A0A0U3TFK6	AlkB	3.06e-24	90.5	87.8	49
SRR28636381.74426	A0A0U3TFK6	AlkB	3.06e-24	90.5	87.8	49
SRR28636381.74594	A0A1B1UJ32	AlkB	1.03e-14	64.7	63.6	44
SRR28636381.76804	A0ABT7S9X4	Cutinase_like	1.53e-06	41.6	40.0	50
SRR28636381.77203	A0ABT7S9X4	Cutinase_like	1.53e-06	41.6	40.0	50
SRR28636381.77851	A0AAN5C2R9	Cutinase_like	1e-08	47.8	47.8	46
SRR28636381.80683	A0A2W5TNV3	Cutinase_like	3.93e-12	57.4	63.4	41
SRR28636381.81008	B4RAN1	AlkB	4.52e-09	48.5	42.9	49
SRR28636381.82162	A0AAN5C2R9	Cutinase_like	4.35e-10	51.6	51.0	49
SRR28636381.82330	A0A2A2WN06	AlkB	2.37e-10	52.4	56.8	44
SRR28636381.82481	A0AAN5C2R9	Cutinase_like	1.37e-08	47.4	50.0	44
SRR28636381.82815	A0A2W5TNV3	Cutinase_like	3.93e-12	57.4	63.4	41
SRR28636381.83029	A0A1X0BAF1	AlkB	1.67e-07	44.3	46.8	47
SRR28636381.84274	A0A0D1YDG7	Cutinase_like	9.38e-08	45.1	56.8	37
SRR28636381.85026	A0AAN6M0Z9	Cutinase_like	2.16e-09	49.7	50.0	42
SRR28636381.85053	A0A193CAD1	AlkB	5.54e-06	40.0	44.4	45
SRR28636381.86375	A0A0F9MT65	Cutinase_like	1.11e-09	50.4	58.3	36
SRR28636381.89022	A0A918XL47	Cutinase_like	5.05e-18	73.9	66.7	48
SRR28636381.90473	A0A7V8FEW1	AlkB	1.63e-12	57.4	64.9	37
SRR28636381.91452	A9CMS7	AlkB	5e-08	45.8	48.9	47
SRR28636381.93150	A0A423I1Y2	AlkB	1.22e-07	44.7	39.6	48
SRR28636381.94116	A0A3P3DJX1	AlkB	8.94e-08	45.1	42.0	50
SRR28636381.94901	A0ABQ1SA56	AlkB	1.45e-22	85.9	77.6	49
SRR28636381.95798	A0A1E1JTL6	Cutinase_like	7.28e-09	48.1	50.0	46
SRR28636381.96169	Q5F4D8	AlkB	2.4e-07	43.9	40.0	50
SRR28636381.96697	A0A8H4J4L5	Cutinase_like	3.15e-07	43.5	47.2	36
SRR28636381.99173	A0A316YF96	Cutinase_like	7.34e-06	39.7	39.6	48
SRR28636381.99518	A0A316YF96	Cutinase_like	7.34e-06	39.7	39.6	48
SRR28636381.99570	A0A922NQS1	Cutinase_like	2.32e-07	43.9	40.8	49
SRR28636381.99723	A0A316YF96	Cutinase_like	1.89e-11	55.5	63.9	36
SRR28636381.100040	A0A918UCL1	AlkB	1.23e-10	53.1	67.6	37
SRR28636381.100122	A0A918UCL1	AlkB	1.23e-10	53.1	67.6	37
SRR28636381.102098	A0ABW3HCW7	AlkB	3.24e-13	60.5	68.9	45
SRR28636381.102863	A0ABR8MEM1	Cutinase_like	1.12e-06	42.0	47.7	44
SRR28636381.103112	A0ABQ2CPL7	AlkB	7.73e-25	92.0	86.0	50
SRR28636381.104985	A0ABQ2CPL7	AlkB	7.73e-25	92.0	86.0	50
SRR28636381.105265	A0A1X0I552	AlkB	3.65e-11	54.7	49.0	49
SRR28636381.108072	A0A0P9CMX4	AlkB	3.09e-24	91.3	85.7	49
SRR28636381.108083	A0ABN7YNI5	MHETase_like	3.5e-08	46.2	48.8	43
SRR28636381.108848	A0A553I8C5	Cutinase_like	5.59e-06	40.0	42.5	40
SRR28636381.109804	A0ABQ5Z4K7	AlkB	3.21e-14	63.2	62.5	48
SRR28636381.112341	Q9AP11	AlkB	8.1e-07	42.4	48.9	45
SRR28636381.116829	A0A6J5F6R0	MHETase_like	1.17e-08	47.4	52.3	44
SRR28636381.117278	A0A0P9CMX4	AlkB	7.69e-12	56.6	60.5	43
SRR28636381.118224	A0A0U2YUQ0	AlkB	8.28e-24	89.4	89.8	49
SRR28636381.119679	A0A0N7H9C9	AlkB	3.92e-15	64.3	58.7	46
SRR28636381.119775	A0ABM8FBG6	AlkB	7.41e-09	48.1	48.0	50
SRR28636381.120404	A0A1S8ATA1	AlkB	9.77e-09	47.8	48.9	45
SRR28636381.120958	A0A109K4R8	AlkB	4.36e-24	90.1	87.2	47
SRR28636381.121695	A0A109K4R8	AlkB	1.65e-22	85.9	87.2	47
SRR28636381.122218	G1C7H9	AlkB	6.87e-11	53.9	60.5	43
SRR28636381.122377	A0AAN1XXS4	AlkB	1.75e-22	85.9	84.0	50
SRR28636381.122679	A0ABQ1SA56	AlkB	5.26e-24	89.7	89.6	48
SRR28636381.122838	A0ABQ1SA56	AlkB	7.13e-25	92.0	91.7	48
SRR28636381.123144	A0ABQ1SA56	AlkB	7.13e-25	92.0	91.7	48
SRR28636381.126761	A0A9W6JNT6	AlkB	6.18e-18	71.6	68.0	50
SRR28636381.129145	A0A316YF96	Cutinase_like	3.5e-08	46.2	54.1	37
SRR28636381.134606	A0A5P9NL93	Cutinase_like	9.94e-09	47.8	46.5	43
SRR28636381.137526	A0ABW3HCW7	AlkB	2.08e-09	49.7	67.6	37
SRR28636381.137614	A0ABW3HCW7	AlkB	5.33e-09	48.5	67.6	37
SRR28636381.139461	A0AAN5C2R9	Cutinase_like	1.17e-15	67.4	65.3	49
SRR28636381.139466	A0AAN5C2R9	Cutinase_like	1.17e-15	67.4	65.3	49
SRR28636381.140171	A0A5Q2FFQ5	Cutinase_like	7.67e-09	48.1	56.5	46
SRR28636381.140352	M7XAF4	Cutinase_like	8.99e-08	45.1	46.9	49
SRR28636381.141570	A0A640TPP2	AlkB	2.55e-08	46.6	44.9	49
SRR28636381.142580	A0A4V1RKP6	Cutinase_like	3e-06	40.8	37.8	45
SRR28636381.143483	A0A1E3LRC3	AlkB	7.64e-06	39.7	41.3	46
SRR28636381.144043	A0A8H6D6M8	Cutinase_like	2.99e-09	49.3	47.8	46
SRR28636381.144354	A0A109JQK3	AlkB	3.5e-11	54.7	49.0	49
SRR28636381.144404	A0A109JQK3	AlkB	2.54e-08	46.6	46.9	49
SRR28636381.146040	A0AAN5C2R9	Cutinase_like	1.17e-09	50.4	52.0	50
SRR28636381.150513	U2XN45	AlkB	1.35e-08	47.4	53.1	49
SRR28636381.150621	A0A1E3LRC3	AlkB	1.52e-09	50.1	58.7	46
SRR28636381.151884	A0A5M8NZN6	MHETase_like	1.77e-10	52.8	56.5	46
SRR28636381.151929	A0A5M8NZN6	MHETase_like	4.06e-09	48.9	52.2	46
SRR28636381.154027	A0AAE6Y585	AlkB	2.54e-08	46.6	47.9	48
SRR28636381.156375	A0AA37M8P3	MHETase_like	7.6e-15	65.1	65.0	40
SRR28636381.157299	A0ABW3HCW7	AlkB	9.6e-17	70.5	59.2	49
SRR28636381.157923	A0AAN5C2R9	Cutinase_like	7.33e-09	48.1	45.1	51
SRR28636381.159182	A0A1V2ICM1	AlkB	1.1e-09	50.4	50.0	50
SRR28636381.159230	A0A1V2ICM1	AlkB	1.1e-09	50.4	50.0	50
SRR28636381.159246	A9CMS7	AlkB	3.49e-08	46.2	48.9	47
SRR28636381.159553	A0A538SMW8	Cutinase_like	2.12e-14	62.8	70.8	48
SRR28636381.160260	A0A8H5XPM3	Cutinase_like	2.18e-09	49.7	48.9	45
SRR28636381.161886	A0A0F8AVQ6	AlkB	7.59e-06	39.7	45.8	48
SRR28636381.162617	A0ABR7MBV8	AlkB	5.63e-12	57.0	52.1	48
SRR28636381.165113	A0A5N5E036	Cutinase_like	2.68e-08	46.6	48.0	50
SRR28636381.167444	A0A5N5E036	Cutinase_like	1.11e-09	50.4	60.6	33
SRR28636381.167625	A0A5N5E036	Cutinase_like	2.68e-08	46.6	48.0	50
SRR28636381.167750	A0A538SMW8	Cutinase_like	3.96e-14	62.0	62.5	48
SRR28636381.168451	U2XN45	AlkB	7.73e-13	59.3	56.3	48
SRR28636381.170230	A0A1R4H2N5	AlkB	2.53e-16	68.9	64.6	48
SRR28636381.171401	J4UWC3	Cutinase_like	3.88e-09	48.9	43.2	44
SRR28636381.171907	A0A1V2ICM1	AlkB	5.89e-10	51.2	51.0	49
SRR28636381.175334	A0A918XBC6	AlkB	4.41e-24	90.1	80.0	50
SRR28636381.175396	D5ALD4	AlkB	5.71e-10	50.8	67.6	34
SRR28636381.175436	D5ALD4	AlkB	5.71e-10	50.8	67.6	34
SRR28636381.175567	A0A6L6XVY0	Cutinase_like	2.57e-08	46.6	43.5	46
SRR28636381.176201	A0A0N7H9C9	AlkB	1.63e-18	73.2	63.3	49
SRR28636381.176841	G1C7R7	AlkB	6.82e-06	38.9	42.4	33
SRR28636381.177510	A0A0N7H9C9	AlkB	5.86e-19	74.3	65.3	49
SRR28636381.178134	A0AAN5C2R9	Cutinase_like	3.64e-14	63.2	60.4	48
SRR28636381.178265	A0A1X1UCC7	AlkB	3.88e-06	40.4	57.1	35
SRR28636381.178863	Q5F4D8	AlkB	6.28e-13	59.7	57.1	49
SRR28636381.178911	A0A512C6T9	Cutinase_like	2.41e-10	52.4	46.0	50
SRR28636381.179007	A0A512C6T9	Cutinase_like	2.41e-10	52.4	46.0	50
SRR28636381.180713	A0A3T0KMB7	AlkB	9.32e-11	53.5	45.8	48
SRR28636381.182036	A0A0P9CMX4	AlkB	2.45e-13	60.8	56.0	50
SRR28636381.182219	A0ABT8EVN5	Cutinase_like	5.02e-08	45.8	55.9	34
SRR28636381.182871	A0AAN1XXS4	AlkB	1.17e-19	78.2	77.6	49
SRR28636381.183369	A0AAN5C2R9	Cutinase_like	5.96e-07	42.7	39.6	48
SRR28636381.184674	A0A9P5AHW0	Cutinase_like	1.88e-08	47.0	44.0	50
SRR28636381.185153	A0ABR7MBV8	AlkB	2.97e-06	40.8	43.8	48
SRR28636381.185791	A0A0D1YDG7	Cutinase_like	2.17e-09	49.7	59.5	42
SRR28636381.185806	A0A0D1YDG7	Cutinase_like	2.17e-09	49.7	59.5	42
SRR28636381.187412	A0AAN5C2R9	Cutinase_like	5.96e-07	42.7	39.6	48
SRR28636381.187572	A0A1E3LRC3	AlkB	3.88e-09	48.9	40.0	50
SRR28636381.190445	Q5F4D8	AlkB	1.75e-07	44.3	40.0	50
SRR28636381.190469	A0A0D1YDG7	Cutinase_like	4.42e-13	60.1	66.7	39
SRR28636381.191814	A0ABR7MBV8	AlkB	3.22e-13	60.5	53.2	47
SRR28636381.191842	A0A5E6YM10	MHETase_like	2.67e-08	46.6	58.3	36
SRR28636381.191913	A0A5E6YM10	MHETase_like	2.7e-11	55.1	50.0	50
SRR28636381.193390	A0ABM5X1W6	AlkB	1.13e-24	91.7	79.6	49
SRR28636381.193890	A0A2S9CPB6	Cutinase_like	1.56e-17	72.4	65.3	49
SRR28636381.196251	F8U1Q3	AlkB	5.76e-24	86.3	79.6	49
SRR28636381.196444	H2DK57	AlkB	7.13e-24	86.7	85.7	49
SRR28636381.196473	F8U1Q3	AlkB	4.43e-26	91.7	83.7	49
SRR28636381.196776	A0AAN5C2R9	Cutinase_like	4.97e-14	62.8	62.2	45
SRR28636381.200936	A0A517L0X3	Cutinase_like	2.32e-10	52.4	52.5	40
SRR28636381.201679	A0A316YF96	Cutinase_like	7.67e-06	39.7	60.0	30
SRR28636381.204055	A0A640TPP2	AlkB	1.04e-08	47.8	51.1	45
SRR28636381.211041	A0ABS1D097	AlkB	1.58e-25	94.4	83.7	49
SRR28636381.211499	A0AAN5C2R9	Cutinase_like	2.48e-13	60.8	59.6	47
SRR28636381.211803	A9CMS7	AlkB	1.29e-10	53.1	61.7	47
SRR28636381.212178	Q5F4D8	AlkB	1.42e-08	47.4	61.8	34
SRR28636381.212813	A0AA37M8P3	MHETase_like	1.29e-07	44.7	53.8	39
SRR28636381.213184	A0AA37M8P3	MHETase_like	3.89e-09	48.9	55.6	45
SRR28636381.213205	A0AA37M8P3	MHETase_like	3.89e-09	48.9	55.6	45
SRR28636381.214323	G1C7R7	AlkB	1.24e-06	40.8	48.6	37
SRR28636381.214402	G1C7R7	AlkB	1.24e-06	40.8	48.6	37
SRR28636381.214699	A0ABR6U946	Cutinase_like	3.32e-10	52.0	56.8	37
SRR28636381.215071	A0A9P5AHW0	Cutinase_like	3.93e-06	40.4	42.2	45
SRR28636381.217257	G1C7R7	AlkB	1.24e-06	40.8	48.6	37
SRR28636381.218915	J4UWC3	Cutinase_like	2.3e-07	43.9	45.5	44
SRR28636381.220398	A0A9P4TBT9	Cutinase_like	9.49e-11	53.5	43.8	48
SRR28636381.223984	A0A2U2JE67	Cutinase_like	4.08e-11	54.3	54.3	46
SRR28636381.224304	A0A1X1UCC7	AlkB	2.91e-12	57.8	59.2	49
SRR28636381.224649	A0A1X1UCC7	AlkB	2.91e-12	57.8	59.2	49
SRR28636381.225070	A0A2R8BTC7	Cutinase_like	4.43e-16	68.6	64.6	48
SRR28636381.225175	A0A2R8BTC7	Cutinase_like	1.72e-16	69.7	65.3	49
SRR28636381.225474	A0A193BYK8	AlkB	1.61e-24	91.3	91.8	49
SRR28636381.225594	A0AAN5C2R9	Cutinase_like	5.35e-09	48.5	51.0	49
SRR28636381.227809	A0AAN5C2R9	Cutinase_like	2.12e-12	58.2	57.1	49
SRR28636381.227867	A0AAN5C2R9	Cutinase_like	2.12e-12	58.2	57.1	49
SRR28636381.228468	A0A916JIF2	MHETase_like	5.01e-08	45.8	50.0	48
SRR28636381.228750	A9CMS7	AlkB	6.04e-13	59.7	59.0	39
SRR28636381.228755	A0A2U2RJF0	AlkB	8.06e-07	42.4	40.4	47
SRR28636381.228863	A0A919Y9Z8	AlkB	1.91e-15	66.6	65.3	49
SRR28636381.228892	A9CMS7	AlkB	3.95e-12	57.4	56.4	39
SRR28636381.229250	A0AB38RQE0	Cutinase_like	1.77e-07	44.3	40.5	42
SRR28636381.230209	A9CMS7	AlkB	2.97e-06	40.8	36.0	50
SRR28636381.230378	A9CMS7	AlkB	7.65e-06	39.7	35.4	48
SRR28636381.230392	A9CMS7	AlkB	2.97e-06	40.8	35.4	48
SRR28636381.230456	A9CMS7	AlkB	1.58e-06	41.6	36.0	50
SRR28636381.230560	A0A316YF96	Cutinase_like	3.93e-17	71.6	76.7	43
SRR28636381.230612	A0ABR7MBV8	AlkB	2.57e-25	94.4	83.7	49
SRR28636381.231332	A9CMS7	AlkB	8.87e-19	76.3	64.0	50
SRR28636381.231431	A0A316YF96	Cutinase_like	3.93e-17	71.6	76.7	43
SRR28636381.231714	A0AAN5C2R9	Cutinase_like	3.91e-09	48.9	56.8	37
SRR28636381.234917	A0A6G9XY83	AlkB	1.01e-11	56.2	74.2	31
SRR28636381.238077	A0A6J4ZXS4	MHETase_like	2.75e-17	72.0	74.5	47
SRR28636381.239603	A0A0D1YDG7	Cutinase_like	4.07e-09	48.9	50.0	50
SRR28636381.240054	A0AAN5C2R9	Cutinase_like	3.24e-13	60.5	57.4	47
SRR28636381.240571	A0ABR7MBV8	AlkB	1.57e-15	67.0	57.4	47
SRR28636381.240994	Q5F4D8	AlkB	5.04e-11	54.3	42.0	50
SRR28636381.242639	A0A922NQS1	Cutinase_like	2.86e-09	49.3	51.3	39
SRR28636381.242856	A0ABQ1SA56	AlkB	2.06e-18	74.7	77.1	48
SRR28636381.243724	A0A316YF96	Cutinase_like	2.84e-09	49.3	54.5	44
SRR28636381.243752	A0A316YF96	Cutinase_like	2.84e-09	49.3	54.5	44
SRR28636381.244464	A0A833PRI7	MHETase_like	4.96e-14	62.8	77.1	35
SRR28636381.244465	A0A833PRI7	MHETase_like	4.96e-14	62.8	77.1	35
SRR28636381.246569	A0A1B1UJ32	AlkB	7.53e-15	65.1	54.3	46
SRR28636381.247822	A0ABN7Y5P6	MHETase_like	9.05e-11	53.5	51.9	52
SRR28636381.248239	A0A0D1YDG7	Cutinase_like	4.51e-07	43.1	51.4	37
SRR28636381.248575	A0AAN5C2R9	Cutinase_like	3.18e-10	52.0	46.9	49
SRR28636381.249266	A0A5J4RG58	MHETase_like	6.24e-16	68.2	60.0	45
SRR28636381.249302	A0A5J4RG58	MHETase_like	4.57e-16	68.6	60.9	46
SRR28636381.249670	A0AAN5C2R9	Cutinase_like	1.24e-10	53.1	55.0	40
SRR28636381.250108	A0ABN7Y5P6	MHETase_like	9.05e-11	53.5	51.9	52
SRR28636381.250837	A0AAN5C2R9	Cutinase_like	5.6e-09	48.5	47.9	48
SRR28636381.250865	A0AAN5C2R9	Cutinase_like	5.6e-09	48.5	47.9	48
SRR28636381.251549	A0A0D1YDG7	Cutinase_like	5.56e-09	48.5	37.5	48
SRR28636381.253419	A0A0T6LQN8	AlkB	1.03e-11	56.2	54.3	46
SRR28636381.254985	A0A1B1UJ32	AlkB	2.3e-07	43.9	42.0	50
SRR28636381.255028	A0A1B1UJ32	AlkB	2.3e-07	43.9	42.0	50
SRR28636381.255922	A0ABR7MBV8	AlkB	2.3e-07	43.9	51.2	43
SRR28636381.259801	A0AAN5C2R9	Cutinase_like	9.03e-08	45.1	51.1	47
SRR28636381.260376	A0ABX8LWN8	AlkB	1.35e-08	47.4	52.4	42
SRR28636381.261330	G1C7H9	AlkB	3.52e-14	63.2	59.2	49
SRR28636381.261424	G1C7H9	AlkB	3.52e-14	63.2	59.2	49
SRR28636381.262020	A0A6N4WBK2	AlkB	7.77e-28	100	91.8	49
SRR28636381.262427	A0AA88C5H9	Cutinase_like	1.89e-11	55.5	52.9	51
SRR28636381.262594	A0A9P5AHW0	Cutinase_like	4.35e-07	43.1	46.7	45
SRR28636381.264415	A0A1S8ATA1	AlkB	2.62e-08	46.6	46.0	50
SRR28636381.264453	G1C7H9	AlkB	6.35e-17	70.9	67.3	49
SRR28636381.264571	A0A1S8ATA1	AlkB	2.62e-08	46.6	46.0	50
SRR28636381.264769	A0AAN5C2R9	Cutinase_like	2.86e-09	49.3	45.7	46
SRR28636381.265451	G1C7H9	AlkB	6.35e-17	70.9	67.3	49
SRR28636381.265762	A9CMS7	AlkB	1.52e-06	41.6	48.6	37
SRR28636381.269151	A0A316YF96	Cutinase_like	1.68e-07	44.3	52.6	38
SRR28636381.269392	A0A316YF96	Cutinase_like	1.68e-07	44.3	52.6	38
SRR28636381.270728	A0ABU2E1S4	MHETase_like	2.34e-08	46.2	64.5	31
SRR28636381.272542	A0A8J3VI75	Cutinase_like	4.34e-10	51.6	56.4	39
SRR28636381.272727	A0AAN5C2R9	Cutinase_like	5.96e-10	51.2	52.2	46
SRR28636381.272998	A0AAN5C2R9	Cutinase_like	8.15e-10	50.8	52.2	46
SRR28636381.277258	A0A0D6JC24	AlkB	5e-20	77.4	75.5	49
SRR28636381.279014	A0A918UKU4	Cutinase_like	4.84e-11	54.3	50.0	46
SRR28636381.279267	A0A918UKU4	Cutinase_like	4.84e-11	54.3	50.0	46
SRR28636381.280036	A0AAN5C2R9	Cutinase_like	3.24e-13	60.5	60.4	48
SRR28636381.281668	A0A8D6Y728	MHETase_like	1.52e-06	41.6	52.4	42
SRR28636381.282159	A0A3T0KMB7	AlkB	4.3e-07	43.1	35.4	48
SRR28636381.282432	M2XEF9	Cutinase_like	3.41e-13	60.1	70.2	47
SRR28636381.283705	Q5F4D8	AlkB	2.17e-18	75.1	76.6	47
SRR28636381.284224	A0ABU2E3P5	MHETase_like	1.29e-10	53.1	58.3	36
SRR28636381.285237	A0A858ZQ74	AlkB	3.42e-28	98.6	88.0	50
SRR28636381.286008	A0A1X0BAF1	AlkB	3.28e-07	43.5	44.0	50
SRR28636381.286205	A0A1X0BAF1	AlkB	3.28e-07	43.5	44.0	50
SRR28636381.287847	A0A8H4Q0Z6	Cutinase_like	2.11e-12	58.2	51.1	47
SRR28636381.288726	G1C7H9	AlkB	9.98e-15	64.7	59.2	49
SRR28636381.288893	A0A5N5E036	Cutinase_like	2.71e-11	55.1	48.0	50
SRR28636381.289131	A0A5C9A437	Cutinase_like	5.97e-13	59.7	63.3	49
SRR28636381.289558	A0AAW6LUQ4	Cutinase_like	5.34e-09	48.5	49.0	49
SRR28636381.290250	A0A679JIX2	MHETase_like	7.02e-17	70.9	59.2	49
SRR28636381.291238	A0A089Q2T5	AlkB	6.08e-26	95.1	90.0	50
SRR28636381.296533	U2XN45	AlkB	1.41e-08	47.4	46.0	50
SRR28636381.296905	U2XN45	AlkB	1.41e-08	47.4	46.0	50
SRR28636381.298022	A0ABQ2EJG7	AlkB	4.07e-25	92.8	86.0	50
SRR28636381.298615	A0A1M4ZEU0	Cutinase_like	6.17e-21	81.3	67.3	49
SRR28636381.300928	A0ABQ1UBS5	AlkB	4.3e-07	43.1	63.4	41
SRR28636381.301192	A0AAN5C2R9	Cutinase_like	1.17e-09	50.4	57.9	38
SRR28636381.301710	A0AAN5C2R9	Cutinase_like	1.97e-08	47.0	55.3	38
SRR28636381.302347	A0ABQ1UBS5	AlkB	3.29e-10	52.0	51.0	49
SRR28636381.304256	A0AAN5C2R9	Cutinase_like	8.15e-10	50.8	51.1	47
SRR28636381.304620	A0ABQ2CPL7	AlkB	2.15e-19	77.4	74.0	50
SRR28636381.304782	A0ABQ1UBS5	AlkB	3.29e-10	52.0	51.0	49
SRR28636381.305594	A0AAN5C2R9	Cutinase_like	2.12e-12	58.2	60.4	48
SRR28636381.305660	W9GAM8	AlkB	2.53e-15	66.2	90.9	33
SRR28636381.305676	A0A8H5N5T4	Cutinase_like	6.59e-08	45.4	50.0	48
SRR28636381.306139	G1C7H9	AlkB	4.44e-16	68.6	70.0	50
SRR28636381.306438	G1C7H9	AlkB	4.44e-16	68.6	70.0	50
SRR28636381.306768	A0ABQ1UBS5	AlkB	3.29e-10	52.0	51.0	49
SRR28636381.307711	A0A1V2ICM1	AlkB	8.07e-10	50.8	52.2	46
SRR28636381.311229	A0A512C6H1	Cutinase_like	1.72e-13	61.2	50.0	48
SRR28636381.311233	A0AAN5C2R9	Cutinase_like	1.44e-08	47.4	40.8	49
SRR28636381.313258	A0AAW9S2R7	AlkB	1.94e-11	55.5	56.0	50
SRR28636381.317084	A0A6L6XVY0	Cutinase_like	3e-06	40.8	39.6	48
SRR28636381.317266	A0AAN5C2R9	Cutinase_like	9.09e-11	53.5	53.1	49
